SN,Train_No,Station_Code,1A,2A,3A,SL,Station_Name,Route_Number,Arrival_time,Departure_Time,Distance,Arrival_Minutes,Departure_Minutes,Arrival_Formatted,Departure_Formatted
19,1196,CHI,5265,4232,3199,2166,CHIPLUN,1,14:44:00,14:46:00,1033,884.0,886.0,14:44,14:46
20,1196,SGR,5480,4404,3328,2252,SANGMESHWAR,1,15:26:00,15:28:00,1076,926.0,928.0,15:26,15:28
21,1196,RN,5645,4536,3427,2318,RATNAGIRI,1,16:10:00,16:15:00,1109,970.0,975.0,16:10,16:15
22,1196,KKW,6265,5032,3799,2566,KANKAVALI,1,18:10:00,18:12:00,1233,1090.0,1092.0,18:10,18:12
23,1196,KUDL,6405,5144,3883,2622,KUDAL,1,18:34:00,18:36:00,1261,1114.0,1116.0,18:34,18:36
24,1196,SWV,6510,5228,3946,2664,SAWANTWADI R,1,19:14:00,19:16:00,1282,1154.0,1156.0,19:14,19:16
25,1196,THVM,6670,5356,4042,2728,THIVIM,1,19:48:00,19:50:00,1314,1188.0,1190.0,19:48,19:50
26,1196,KRMI,6760,5428,4096,2764,KARMALI,1,21:30:00,21:30:00,1332,1290.0,1290.0,21:30,21:30
1,1301,PUNE,100,100,100,100,PUNE JN.,1,18:50:00,18:50:00,0,1130.0,1130.0,18:50,18:50
2,1301,LNL,415,352,289,226,LONAVLA,1,19:55:00,19:57:00,63,1195.0,1197.0,19:55,19:57
3,1301,PNVL,700,580,460,340,PANVEL,1,21:20:00,21:50:00,120,1280.0,1310.0,21:20,21:50
4,1301,ROHA,1085,888,691,494,ROHA,1,23:30:00,23:35:00,197,1410.0,1415.0,23:30,23:35
5,1301,KHED,1600,1300,1000,700,KHED,1,00:48:00,00:50:00,300,48.0,50.0,00:48,00:50
6,1301,CHI,1750,1420,1090,760,CHIPLUN,1,01:10:00,01:12:00,330,70.0,72.0,01:10,01:12
7,1301,RN,2125,1720,1315,910,RATNAGIRI,1,02:25:00,02:30:00,405,145.0,150.0,02:25,02:30
8,1301,KKW,2745,2216,1687,1158,KANKAVALI,1,03:44:00,03:46:00,529,224.0,226.0,03:44,03:46
9,1301,KUDL,2885,2328,1771,1214,KUDAL,1,04:08:00,04:10:00,557,248.0,250.0,04:08,04:10
10,1301,THVM,3155,2544,1933,1322,THIVIM,1,05:04:00,05:06:00,611,304.0,306.0,05:04,05:06
11,1301,MAO,3385,2728,2071,1414,MADGOAN JN.,1,06:20:00,06:30:00,657,380.0,390.0,06:20,06:30
12,1301,KAWR,3675,2960,2245,1530,KAWR,1,07:22:00,07:24:00,715,442.0,444.0,07:22,07:24
13,1301,KT,3950,3180,2410,1640,KUMTA,1,08:08:00,08:10:00,770,488.0,490.0,08:08,08:10
14,1301,KUDA,4495,3616,2737,1858,KUNDAPURA,1,10:00:00,10:02:00,879,600.0,602.0,10:00,10:02
15,1301,UD,4655,3744,2833,1922,UDUPI,1,10:36:00,10:38:00,911,636.0,638.0,10:36,10:38
16,1301,MULK,4835,3888,2941,1994,MULKI,1,11:10:00,11:12:00,947,670.0,672.0,11:10,11:12
17,1301,MAJN,4980,4004,3028,2052,MANGALORE JN,1,12:30:00,12:30:00,976,750.0,750.0,12:30,12:30
1,1302,MAJN,100,100,100,100,MANGALORE JN,1,15:45:00,15:45:00,0,945.0,945.0,15:45,15:45
2,1302,MULK,255,224,193,162,MULKI,1,16:26:00,16:28:00,31,986.0,988.0,16:26,16:28
3,1302,UD,435,368,301,234,UDUPI,1,17:08:00,17:10:00,67,1028.0,1030.0,17:08,17:10
4,1302,KUDA,595,496,397,298,KUNDAPURA,1,17:40:00,17:42:00,99,1060.0,1062.0,17:40,17:42
5,1302,KT,1135,928,721,514,KUMTA,1,19:56:00,19:58:00,207,1196.0,1198.0,19:56,19:58
6,1302,KAWR,1410,1148,886,624,KAWR,1,20:50:00,20:52:00,262,1250.0,1252.0,20:50,20:52
7,1302,MAO,1700,1380,1060,740,MADGOAN JN.,1,22:10:00,22:20:00,320,1330.0,1340.0,22:10,22:20
8,1302,THVM,1955,1584,1213,842,THIVIM,1,23:18:00,23:20:00,371,1398.0,1400.0,23:18,23:20
9,1302,KUDL,2220,1796,1372,948,KUDAL,1,00:18:00,00:20:00,424,18.0,20.0,00:18,00:20
10,1302,KKW,2360,1908,1456,1004,KANKAVALI,1,00:50:00,00:52:00,452,50.0,52.0,00:50,00:52
11,1302,RN,2920,2356,1792,1228,RATNAGIRI,1,02:55:00,03:00:00,564,175.0,180.0,02:55,03:00
12,1302,CHI,3310,2668,2026,1384,CHIPLUN,1,04:20:00,04:22:00,642,260.0,262.0,04:20,04:22
13,1302,KHED,3460,2788,2116,1444,KHED,1,04:54:00,04:56:00,672,294.0,296.0,04:54,04:56
14,1302,ROHA,3975,3200,2425,1650,ROHA,1,07:10:00,07:15:00,775,430.0,435.0,07:10,07:15
15,1302,PNVL,4365,3512,2659,1806,PANVEL,1,09:30:00,10:00:00,853,570.0,600.0,09:30,10:00
16,1302,LNL,4645,3736,2827,1918,LONAVLA,1,11:32:00,11:35:00,909,692.0,695.0,11:32,11:35
17,1302,PUNE,4965,3992,3019,2046,PUNE JN.,1,13:10:00,13:10:00,973,790.0,790.0,13:10,13:10
1,1442,DSJ,100,100,100,100,DELHI-SAFDAR,1,11:15:00,11:15:00,0,675.0,675.0,11:15,11:15
2,1442,MTJ,770,636,502,368,MATHURA JN.,1,13:50:00,13:55:00,134,830.0,835.0,13:50,13:55
3,1442,AGC,1040,852,664,476,AGRA CANTT,1,14:50:00,14:55:00,188,890.0,895.0,14:50,14:55
4,1442,GWL,1575,1280,985,690,GWALIOR JN,1,18:30:00,18:35:00,295,1110.0,1115.0,18:30,18:35
5,1442,JHS,2060,1668,1276,884,JHANSI JN,1,22:10:00,22:15:00,392,1330.0,1335.0,22:10,22:15
6,1442,BPL,3505,2824,2143,1462,BHOPAL,1,04:05:00,04:10:00,681,245.0,250.0,04:05,04:10
7,1442,ET,3965,3192,2419,1646,ITARSI,1,06:55:00,07:00:00,773,415.0,420.0,06:55,07:00
8,1442,KNW,4885,3928,2971,2014,KHANDWA JN.,1,10:10:00,10:15:00,957,610.0,615.0,10:10,10:15
9,1442,BSL,5500,4420,3340,2260,BHUSAVAL JN.,1,12:30:00,12:35:00,1080,750.0,755.0,12:30,12:35
10,1442,MMR,6420,5156,3892,2628,MANMAD JN.,1,16:00:00,16:05:00,1264,960.0,965.0,16:00,16:05
11,1442,DD,7585,6088,4591,3094,DAUND JN.,1,23:50:00,23:55:00,1497,1430.0,1435.0,23:50,23:55
12,1442,PUNE,7975,6400,4825,3250,PUNE JN.,1,01:45:00,01:50:00,1575,105.0,110.0,01:45,01:50
13,1442,KK,8005,6424,4843,3262,KHADKI,1,02:15:00,02:15:00,1581,135.0,135.0,02:15,02:15
1,1655,PUNE,100,100,100,100,PUNE JN.,1,10:45:00,10:45:00,0,645.0,645.0,10:45,10:45
2,1655,DD,485,408,331,254,DAUND JN.,1,12:05:00,12:20:00,77,725.0,740.0,12:05,12:20
3,1655,ANG,905,744,583,422,AHMADNAGAR,1,13:57:00,14:00:00,161,837.0,840.0,13:57,14:00
4,1655,KPG,1460,1188,916,644,KOPARGAON,1,15:58:00,16:00:00,272,958.0,960.0,15:58,16:00
5,1655,MMR,1670,1356,1042,728,MANMAD JN.,1,17:20:00,17:25:00,314,1040.0,1045.0,17:20,17:25
6,1655,BSL,2590,2092,1594,1096,BHUSAVAL JN.,1,20:10:00,20:20:00,498,1210.0,1220.0,20:10,20:20
7,1655,KNW,3205,2584,1963,1342,KHANDWA JN.,1,23:40:00,23:45:00,621,1420.0,1425.0,23:40,23:45
8,1655,HD,3745,3016,2287,1558,HARDA,1,00:55:00,00:57:00,729,55.0,57.0,00:55,00:57
9,1655,ET,4125,3320,2515,1710,ITARSI,1,02:15:00,02:30:00,805,135.0,150.0,02:15,02:30
10,1655,PPI,4460,3588,2716,1844,PIPARIYA,1,03:18:00,03:20:00,872,198.0,200.0,03:18,03:20
11,1655,NU,4930,3964,2998,2032,NARSINGHPUR,1,04:38:00,04:40:00,966,278.0,280.0,04:38,04:40
12,1655,MML,5330,4284,3238,2192,MADANMAHAL,1,06:07:00,06:09:00,1046,367.0,369.0,06:07,06:09
13,1655,JBP,5350,4300,3250,2200,JABALPUR,1,06:15:00,06:15:00,1050,375.0,375.0,06:15,06:15
1,1656,JBP,100,100,100,100,JABALPUR,1,19:30:00,19:30:00,0,1170.0,1170.0,19:30,19:30
2,1656,MML,115,112,109,106,MADANMAHAL,1,19:36:00,19:38:00,3,1176.0,1178.0,19:36,19:38
3,1656,NU,520,436,352,268,NARSINGHPUR,1,20:33:00,20:35:00,84,1233.0,1235.0,20:33,20:35
4,1656,PPI,985,808,631,454,PIPARIYA,1,21:53:00,21:55:00,177,1313.0,1315.0,21:53,21:55
5,1656,ET,1325,1080,835,590,ITARSI,1,23:35:00,23:45:00,245,1415.0,1425.0,23:35,23:45
6,1656,HD,1700,1380,1060,740,HARDA,1,00:36:00,00:38:00,320,36.0,38.0,00:36,00:38
7,1656,KNW,2240,1812,1384,956,KHANDWA JN.,1,02:15:00,02:20:00,428,135.0,140.0,02:15,02:20
8,1656,BSL,2860,2308,1756,1204,BHUSAVAL JN.,1,04:00:00,04:10:00,552,240.0,250.0,04:00,04:10
9,1656,MMR,3780,3044,2308,1572,MANMAD JN.,1,06:45:00,06:50:00,736,405.0,410.0,06:45,06:50
10,1656,KPG,3985,3208,2431,1654,KOPARGAON,1,07:53:00,07:55:00,777,473.0,475.0,07:53,07:55
11,1656,ANG,4540,3652,2764,1876,AHMADNAGAR,1,09:57:00,10:00:00,888,597.0,600.0,09:57,10:00
12,1656,DD,4960,3988,3016,2044,DAUND JN.,1,12:10:00,12:25:00,972,730.0,745.0,12:10,12:25
13,1656,PUNE,5350,4300,3250,2200,PUNE JN.,1,14:05:00,14:05:00,1050,845.0,845.0,14:05,14:05
1,1705,BDTS,100,100,100,100,BANDRA TERMI,1,00:15:00,00:15:00,0,15.0,15.0,00:15,00:15
2,1705,BVI,190,172,154,136,BORIVLI,1,00:45:00,00:48:00,18,45.0,48.0,00:45,00:48
3,1705,VAPI,890,732,574,416,VAPI,1,02:40:00,02:42:00,158,160.0,162.0,02:40,02:42
4,1705,ST,1355,1104,853,602,SURAT,1,04:25:00,04:28:00,251,265.0,268.0,04:25,04:28
5,1705,BRC,2000,1620,1240,860,VADODARA JN.,1,06:10:00,06:20:00,380,370.0,380.0,06:10,06:20
6,1705,RTM,3310,2668,2026,1384,RATLAM JN,1,10:00:00,10:10:00,642,600.0,610.0,10:00,10:10
7,1705,UJN,3805,3064,2323,1582,UJJAIN JN,1,11:50:00,12:00:00,741,710.0,720.0,11:50,12:00
8,1705,BIH,4670,3756,2842,1928,BAIRAGARH,1,14:50:00,14:52:00,914,890.0,892.0,14:50,14:52
9,1705,BPL,4725,3800,2875,1950,BHOPAL,1,15:15:00,15:20:00,925,915.0,920.0,15:15,15:20
10,1705,HBD,5090,4092,3094,2096,HOSHANGABAD,1,16:30:00,16:32:00,998,990.0,992.0,16:30,16:32
11,1705,ET,5180,4164,3148,2132,ITARSI,1,16:50:00,17:05:00,1016,1010.0,1025.0,16:50,17:05
12,1705,PPI,5520,4436,3352,2268,PIPARIYA,1,17:48:00,17:50:00,1084,1068.0,1070.0,17:48,17:50
13,1705,NU,5985,4808,3631,2454,NARSINGHPUR,1,19:28:00,19:30:00,1177,1168.0,1170.0,19:28,19:30
14,1705,JBP,6405,5144,3883,2622,JABALPUR,1,21:40:00,21:40:00,1261,1300.0,1300.0,21:40,21:40
1,1706,JBP,100,100,100,100,JABALPUR,1,14:20:00,14:20:00,0,860.0,860.0,14:20,14:20
2,1706,NU,520,436,352,268,NARSINGHPUR,1,15:38:00,15:40:00,84,938.0,940.0,15:38,15:40
3,1706,PPI,985,808,631,454,PIPARIYA,1,16:38:00,16:40:00,177,998.0,1000.0,16:38,16:40
4,1706,ET,1325,1080,835,590,ITARSI,1,18:10:00,18:25:00,245,1090.0,1105.0,18:10,18:25
5,1706,HBD,1410,1148,886,624,HOSHANGABAD,1,18:50:00,18:52:00,262,1130.0,1132.0,18:50,18:52
6,1706,BPL,1780,1444,1108,772,BHOPAL,1,20:25:00,20:35:00,336,1225.0,1235.0,20:25,20:35
7,1706,BIH,1835,1488,1141,794,BAIRAGARH,1,20:50:00,20:52:00,347,1250.0,1252.0,20:50,20:52
8,1706,UJN,2700,2180,1660,1140,UJJAIN JN,1,23:25:00,23:35:00,520,1405.0,1415.0,23:25,23:35
9,1706,RTM,3195,2576,1957,1338,RATLAM JN,1,01:15:00,01:25:00,619,75.0,85.0,01:15,01:25
10,1706,BRC,4510,3628,2746,1864,VADODARA JN.,1,04:45:00,04:55:00,882,285.0,295.0,04:45,04:55
11,1706,ST,5155,4144,3133,2122,SURAT,1,06:40:00,06:45:00,1011,400.0,405.0,06:40,06:45
12,1706,VAPI,5615,4512,3409,2306,VAPI,1,08:02:00,08:04:00,1103,482.0,484.0,08:02,08:04
13,1706,BVI,6315,5072,3829,2586,BORIVLI,1,10:25:00,10:27:00,1243,625.0,627.0,10:25,10:27
14,1706,BDTS,6410,5148,3886,2624,BANDRA TERMI,1,11:15:00,11:15:00,1262,675.0,675.0,11:15,11:15
1,1707,JBP,100,100,100,100,JABALPUR,1,09:15:00,09:15:00,0,555.0,555.0,09:15,09:15
2,1707,KMZ,545,456,367,278,KATNI MURWAR,1,10:28:00,10:30:00,89,628.0,630.0,10:28,10:30
3,1707,DMO,1095,896,697,498,DAMOH,1,11:58:00,12:00:00,199,718.0,720.0,11:58,12:00
4,1707,SGO,1480,1204,928,652,SAUGOR,1,13:00:00,13:05:00,276,780.0,785.0,13:00,13:05
5,1707,MAKR,1835,1488,1141,794,MALKHEDI,1,14:10:00,14:12:00,347,850.0,852.0,14:10,14:12
6,1707,LAR,2130,1724,1318,912,LALITPUR,1,15:15:00,15:17:00,406,915.0,917.0,15:15,15:17
7,1707,JHS,2575,2080,1585,1090,JHANSI JN,1,16:35:00,16:45:00,495,995.0,1005.0,16:35,16:45
8,1707,GWL,3060,2468,1876,1284,GWALIOR JN,1,18:00:00,18:02:00,592,1080.0,1082.0,18:00,18:02
9,1707,AGC,3595,2896,2197,1498,AGRA CANTT,1,19:45:00,19:50:00,699,1185.0,1190.0,19:45,19:50
10,1707,MTJ,3860,3108,2356,1604,MATHURA JN.,1,20:48:00,20:50:00,752,1248.0,1250.0,20:48,20:50
11,1707,NDLS,4540,3652,2764,1876,NEW DELHI,1,00:20:00,00:50:00,888,20.0,50.0,00:20,00:50
12,1707,UMB,5530,4444,3358,2272,AMBALA CANTT,1,04:00:00,04:05:00,1086,240.0,245.0,04:00,04:05
13,1707,LDH,6100,4900,3700,2500,LUDHIANA JN.,1,07:45:00,07:55:00,1200,465.0,475.0,07:45,07:55
14,1707,JUC,6380,5124,3868,2612,JALANDHAR CI,1,08:57:00,09:02:00,1256,537.0,542.0,08:57,09:02
15,1707,BEAS,6565,5272,3979,2686,BEAS JN,1,09:40:00,09:42:00,1293,580.0,582.0,09:40,09:42
16,1707,ASR,6775,5440,4105,2770,AMRITSAR JN.,1,10:45:00,10:55:00,1335,645.0,655.0,10:45,10:55
17,1707,ATT,6900,5540,4180,2820,ATARI JN,1,11:45:00,11:45:00,1360,705.0,705.0,11:45,11:45
1,1708,ATT,100,100,100,100,ATARI JN,1,14:45:00,14:45:00,0,885.0,885.0,14:45,14:45
2,1708,ASR,225,200,175,150,AMRITSAR JN.,1,15:40:00,15:50:00,25,940.0,950.0,15:40,15:50
3,1708,BEAS,435,368,301,234,BEAS JN,1,16:20:00,16:22:00,67,980.0,982.0,16:20,16:22
4,1708,JUC,615,512,409,306,JALANDHAR CI,1,16:55:00,17:00:00,103,1015.0,1020.0,16:55,17:00
5,1708,LDH,900,740,580,420,LUDHIANA JN.,1,18:00:00,18:10:00,160,1080.0,1090.0,18:00,18:10
6,1708,UMB,1470,1196,922,648,AMBALA CANTT,1,21:10:00,21:15:00,274,1270.0,1275.0,21:10,21:15
7,1708,NDLS,2460,1988,1516,1044,NEW DELHI,1,01:30:00,02:00:00,472,90.0,120.0,01:30,02:00
8,1708,MTJ,3150,2540,1930,1320,MATHURA JN.,1,04:33:00,04:35:00,610,273.0,275.0,04:33,04:35
9,1708,AGC,3415,2752,2089,1426,AGRA CANTT,1,05:30:00,05:35:00,663,330.0,335.0,05:30,05:35
10,1708,GWL,3950,3180,2410,1640,GWALIOR JN,1,07:28:00,07:30:00,770,448.0,450.0,07:28,07:30
11,1708,JHS,4435,3568,2701,1834,JHANSI JN,1,09:05:00,09:15:00,867,545.0,555.0,09:05,09:15
12,1708,LAR,4880,3924,2968,2012,LALITPUR,1,10:20:00,10:22:00,956,620.0,622.0,10:20,10:22
13,1708,MAKR,5180,4164,3148,2132,MALKHEDI,1,11:50:00,11:52:00,1016,710.0,712.0,11:50,11:52
14,1708,SGO,5530,4444,3358,2272,SAUGOR,1,13:00:00,13:05:00,1086,780.0,785.0,13:00,13:05
15,1708,DMO,5920,4756,3592,2428,DAMOH,1,14:10:00,14:15:00,1164,850.0,855.0,14:10,14:15
16,1708,KMZ,6465,5192,3919,2646,KATNI MURWAR,1,16:05:00,16:10:00,1273,965.0,970.0,16:05,16:10
17,1708,JBP,6910,5548,4186,2824,JABALPUR,1,17:20:00,17:20:00,1362,1040.0,1040.0,17:20,17:20
1,2025,CSMT,100,100,100,100,CST-MUMBAI,1,05:00:00,05:00:00,0,300.0,300.0,05:00,05:00
2,2025,DR,140,132,124,116,DADAR,1,05:08:00,05:10:00,8,308.0,310.0,05:08,05:10
3,2025,TNA,265,232,199,166,THANE,1,05:33:00,05:35:00,33,333.0,335.0,05:33,05:35
4,2025,PNVL,450,380,310,240,PANVEL,1,06:13:00,06:15:00,70,373.0,375.0,06:13,06:15
5,2025,RN,1880,1524,1168,812,RATNAGIRI,1,10:15:00,10:20:00,356,615.0,620.0,10:15,10:20
6,2025,KUDL,2640,2132,1624,1116,KUDAL,1,12:04:00,12:06:00,508,724.0,726.0,12:04,12:06
7,2025,KRMI,2995,2416,1837,1258,KARMALI,1,13:20:00,13:20:00,579,800.0,800.0,13:20,13:20
1,2026,KRMI,100,100,100,100,KARMALI,1,14:30:00,14:30:00,0,870.0,870.0,14:30,14:30
2,2026,KUDL,450,380,310,240,KUDAL,1,15:26:00,15:28:00,70,926.0,928.0,15:26,15:28
3,2026,RN,1150,940,730,520,RATNAGIRI,1,17:15:00,17:20:00,210,1035.0,1040.0,17:15,17:20
4,2026,PNVL,2590,2092,1594,1096,PANVEL,1,21:33:00,21:35:00,498,1293.0,1295.0,21:33,21:35
5,2026,TNA,2780,2244,1708,1172,THANE,1,22:17:00,22:19:00,536,1337.0,1339.0,22:17,22:19
6,2026,DR,2900,2340,1780,1220,DADAR,1,22:38:00,22:40:00,560,1358.0,1360.0,22:38,22:40
7,2026,CSMT,2945,2376,1807,1238,CST-MUMBAI,1,23:00:00,23:00:00,569,1380.0,1380.0,23:00,23:00
1,2191,JBP,100,100,100,100,JABALPUR,1,20:10:00,20:10:00,0,1210.0,1210.0,20:10,20:10
2,2191,SHR,290,252,214,176,SIHORAROAD,1,20:40:00,20:42:00,38,1240.0,1242.0,20:40,20:42
3,2191,KTE,550,460,370,280,KATNI,1,21:20:00,21:40:00,90,1280.0,1300.0,21:20,21:40
4,2191,UMR,850,700,550,400,UMARIA,1,23:14:00,23:16:00,150,1394.0,1396.0,23:14,23:16
5,2191,SDL,1185,968,751,534,SHAHDOL,1,00:23:00,00:28:00,217,23.0,28.0,00:23,00:28
6,2191,APR,1390,1132,874,616,ANUPPUR JN.,1,01:05:00,01:10:00,258,65.0,70.0,01:05,01:10
7,2191,PND,1640,1332,1024,716,PENDRA ROAD,1,01:50:00,01:52:00,308,110.0,112.0,01:50,01:52
8,2191,BSP,2145,1736,1327,918,BILASPUR JN.,1,04:30:00,04:45:00,409,270.0,285.0,04:30,04:45
9,2191,CPH,2405,1944,1483,1022,CHAMPA JN.,1,05:31:00,05:33:00,461,331.0,333.0,05:31,05:33
10,2191,RIG,2805,2264,1723,1182,RAIGARH,1,06:32:00,06:37:00,541,392.0,397.0,06:32,06:37
11,2191,JSG,3175,2560,1945,1330,JHARSUGUDA J,1,08:10:00,08:15:00,615,490.0,495.0,08:10,08:15
12,2191,ROU,3680,2964,2248,1532,ROURKELA,1,09:52:00,09:57:00,716,592.0,597.0,09:52,09:57
13,2191,CKP,4175,3360,2545,1730,CHAKARADHARP,1,11:22:00,11:24:00,815,682.0,684.0,11:22,11:24
14,2191,TATA,4485,3608,2731,1854,TATANAGAR JN,1,12:35:00,12:45:00,877,755.0,765.0,12:35,12:45
15,2191,KGP,5175,4160,3145,2130,KHARAGPUR,1,14:40:00,14:45:00,1015,880.0,885.0,14:40,14:45
16,2191,SRC,5715,4592,3469,2346,SANTRAGACHI,1,16:00:00,16:00:00,1123,960.0,960.0,16:00,16:00
1,2192,SRC,100,100,100,100,SANTRAGACHI,1,20:40:00,20:40:00,0,1240.0,1240.0,20:40,20:40
2,2192,KGP,645,536,427,318,KHARAGPUR,1,22:15:00,22:20:00,109,1335.0,1340.0,22:15,22:20
3,2192,TATA,1330,1084,838,592,TATANAGAR JN,1,00:05:00,00:15:00,246,5.0,15.0,00:05,00:15
4,2192,CKP,1645,1336,1027,718,CHAKARADHARP,1,01:03:00,01:10:00,309,63.0,70.0,01:03,01:10
5,2192,ROU,2130,1724,1318,912,ROURKELA,1,02:30:00,02:40:00,406,150.0,160.0,02:30,02:40
6,2192,JSG,2635,2128,1621,1114,JHARSUGUDA J,1,04:20:00,04:25:00,507,260.0,265.0,04:20,04:25
7,2192,RIG,3000,2420,1840,1260,RAIGARH,1,05:16:00,05:21:00,580,316.0,321.0,05:16,05:21
8,2192,CPH,3400,2740,2080,1420,CHAMPA JN.,1,06:19:00,06:24:00,660,379.0,384.0,06:19,06:24
9,2192,BSP,3665,2952,2239,1526,BILASPUR JN.,1,07:40:00,07:55:00,713,460.0,475.0,07:40,07:55
10,2192,PND,4165,3352,2539,1726,PENDRA ROAD,1,09:30:00,09:35:00,813,570.0,575.0,09:30,09:35
11,2192,APR,4415,3552,2689,1826,ANUPPUR JN.,1,10:25:00,10:30:00,863,625.0,630.0,10:25,10:30
12,2192,SDL,4625,3720,2815,1910,SHAHDOL,1,11:25:00,11:30:00,905,685.0,690.0,11:25,11:30
13,2192,UMR,4965,3992,3019,2046,UMARIA,1,12:43:00,12:45:00,973,763.0,765.0,12:43,12:45
14,2192,KTE,5265,4232,3199,2166,KATNI,1,14:00:00,14:20:00,1033,840.0,860.0,14:00,14:20
15,2192,SHR,5525,4440,3355,2270,SIHORAROAD,1,15:08:00,15:10:00,1085,908.0,910.0,15:08,15:10
16,2192,JBP,5715,4592,3469,2346,JABALPUR,1,15:50:00,15:50:00,1123,950.0,950.0,15:50,15:50
1,2195,REWA,100,100,100,100,REWA,1,13:20:00,13:20:00,0,800.0,800.0,13:20,13:20
2,2195,STA,345,296,247,198,SATNA,1,14:20:00,14:30:00,49,860.0,870.0,14:20,14:30
3,2195,MYR,520,436,352,268,MAIHAR,1,14:50:00,14:52:00,84,890.0,892.0,14:50,14:52
4,2195,JKE,750,620,490,360,JUKEHI,1,15:38:00,15:40:00,130,938.0,940.0,15:38,15:40
5,2195,KTE,835,688,541,394,KATNI,1,16:05:00,16:10:00,147,965.0,970.0,16:05,16:10
6,2195,DMO,1395,1136,877,618,DAMOH,1,17:35:00,17:37:00,259,1055.0,1057.0,17:35,17:37
7,2195,SGO,1780,1444,1108,772,SAUGOR,1,18:40:00,18:45:00,336,1120.0,1125.0,18:40,18:45
8,2195,BINA,2165,1752,1339,926,BINA,1,20:30:00,20:35:00,413,1230.0,1235.0,20:30,20:35
9,2195,BHS,2590,2092,1594,1096,VIDISHA,1,21:50:00,21:52:00,498,1310.0,1312.0,21:50,21:52
10,2195,BPL,2855,2304,1753,1202,BHOPAL,1,23:00:00,23:00:00,551,1380.0,1380.0,23:00,23:00
1,2196,BPL,100,100,100,100,BHOPAL,1,23:45:00,23:45:00,0,1425.0,1425.0,23:45,23:45
2,2196,BHS,365,312,259,206,VIDISHA,1,00:30:00,00:32:00,53,30.0,32.0,00:30,00:32
3,2196,BINA,790,652,514,376,BINA,1,01:50:00,01:55:00,138,110.0,115.0,01:50,01:55
4,2196,SGO,1165,952,739,526,SAUGOR,1,03:10:00,03:15:00,213,190.0,195.0,03:10,03:15
5,2196,DMO,1550,1260,970,680,DAMOH,1,04:18:00,04:20:00,290,258.0,260.0,04:18,04:20
6,2196,KTE,2105,1704,1303,902,KATNI,1,06:55:00,07:00:00,401,415.0,420.0,06:55,07:00
7,2196,JKE,2190,1772,1354,936,JUKEHI,1,07:20:00,07:22:00,418,440.0,442.0,07:20,07:22
8,2196,MYR,2420,1956,1492,1028,MAIHAR,1,08:00:00,08:02:00,464,480.0,482.0,08:00,08:02
9,2196,STA,2600,2100,1600,1100,SATNA,1,08:35:00,08:40:00,500,515.0,520.0,08:35,08:40
10,2196,REWA,2845,2296,1747,1198,REWA,1,09:45:00,09:45:00,549,585.0,585.0,09:45,09:45
1,2515,TVC,100,100,100,100,TRIVANDRUM C,1,00:05:00,00:05:00,0,5.0,5.0,00:05,00:05
2,2515,QLN,420,356,292,228,QUILON,1,01:05:00,01:10:00,64,65.0,70.0,01:05,01:10
3,2515,KYJ,625,520,415,310,KAYANKULAM J,1,01:50:00,01:52:00,105,110.0,112.0,01:50,01:52
4,2515,MVLK,665,552,439,326,MAVELIKARA,1,02:00:00,02:02:00,113,120.0,122.0,02:00,02:02
5,2515,CNGR,725,600,475,350,CHENGANNUR,1,02:10:00,02:12:00,125,130.0,132.0,02:10,02:12
6,2515,TRVL,770,636,502,368,TIRUVALLA,1,02:20:00,02:22:00,134,140.0,142.0,02:20,02:22
7,2515,KTYM,900,740,580,420,KOTTAYAM,1,02:42:00,02:44:00,160,162.0,164.0,02:42,02:44
8,2515,ERN,1195,976,757,538,ERNAKULAM TO,1,04:20:00,04:25:00,219,260.0,265.0,04:20,04:25
9,2515,AWY,1280,1044,808,572,ALWAYE,1,04:45:00,04:47:00,236,285.0,287.0,04:45,04:47
10,2515,TCR,1555,1264,973,682,TRICHUR,1,05:38:00,05:41:00,291,338.0,341.0,05:38,05:41
11,2515,PGT,1940,1572,1204,836,PALAKKAD JN,1,07:35:00,07:40:00,368,455.0,460.0,07:35,07:40
12,2515,CBE,2210,1788,1366,944,COIMBATORE,1,08:35:00,08:40:00,422,515.0,520.0,08:35,08:40
13,2515,TUP,2460,1988,1516,1044,TIRUPPUR,1,09:53:00,09:55:00,472,593.0,595.0,09:53,09:55
14,2515,ED,2710,2188,1666,1144,ERODE JN.,1,11:30:00,11:35:00,522,690.0,695.0,11:30,11:35
15,2515,SA,3010,2428,1846,1264,SALEM JN.,1,12:35:00,12:40:00,582,755.0,760.0,12:35,12:40
16,2515,JTJ,3615,2912,2209,1506,JOLARPETTAI,1,14:30:00,14:32:00,703,870.0,872.0,14:30,14:32
17,2515,KPD,4035,3248,2461,1674,KATPADI JN,1,15:50:00,15:52:00,787,950.0,952.0,15:50,15:52
18,2515,AJJ,4335,3488,2641,1794,ARAKKONAM JN,1,17:00:00,17:02:00,847,1020.0,1022.0,17:00,17:02
19,2515,MAS,4715,3792,2869,1946,CHENNAI CENT,1,18:20:00,18:40:00,923,1100.0,1120.0,18:20,18:40
20,2515,OGL,6170,4956,3742,2528,ONGOLE,1,23:45:00,23:47:00,1214,1425.0,1427.0,23:45,23:47
21,2515,BZA,6865,5512,4159,2806,VIJAYWADA JN,1,02:00:00,02:15:00,1353,120.0,135.0,02:00,02:15
